Round,Date,Team 1,Team 2,FT,HT
?,(Sat) Apr/23 2005 (16),Strasbourg (34),Lille (33),1-2,0-1
?,(Sun) Apr/24 2005 (16),Auxerre (33),Lyon (34),0-3,0-2
?,(Fri) Apr/29 2005 (17),Auxerre (34),Toulouse (34),3-2,1-0
?,(Sun) May/1 2005 (17),Monaco (34),Lille (34),2-0,0-0
?,(Fri) May/6 2005 (18),Bordeaux (35),Auxerre (35),0-0,0-0
?,(Sat) May/7 2005 (18),Bastia (35),Istres (35),2-0,0-0
?,(Sat) May/7 2005 (18),Lille (35),Paris SG (35),1-0,0-0
?,(Sat) May/7 2005 (18),Marseille (35),Caen (35),2-3,1-2
?,(Sat) May/7 2005 (18),Metz (35),Lens (35),1-1,1-0
?,(Sat) May/7 2005 (18),Nice (35),Nantes (35),0-0,0-0
?,(Sat) May/7 2005 (18),Rennes (35),Monaco (35),0-0,0-0
?,(Sat) May/7 2005 (18),Sochaux (35),Strasbourg (35),1-2,0-0
?,(Sat) May/7 2005 (18),Toulouse (35),St Etienne (35),0-2,0-1
?,(Sun) May/8 2005 (18),Lyon (35),Ajaccio (35),2-1,1-0
?,(Sat) May/14 2005 (19),Ajaccio (36),Nice (36),0-1,0-0
?,(Sat) May/14 2005 (19),Auxerre (36),Marseille (36),0-0,0-0
?,(Sat) May/14 2005 (19),Caen (36),St Etienne (36),2-0,1-0
?,(Sat) May/14 2005 (19),Istres (36),Toulouse (36),1-0,0-0
?,(Sat) May/14 2005 (19),Lens (36),Rennes (36),5-2,2-1
?,(Sat) May/14 2005 (19),Monaco (36),Bastia (36),5-2,3-1
?,(Sat) May/14 2005 (19),Nantes (36),Lille (36),1-3,1-1
?,(Sat) May/14 2005 (19),Paris SG (36),Sochaux (36),2-2,0-0
?,(Sat) May/14 2005 (19),Strasbourg (36),Metz (36),3-1,1-1
?,(Sun) May/15 2005 (19),Lyon (36),Bordeaux (36),5-1,3-1
?,(Sat) May/21 2005 (20),Bastia (37),Lens (37),3-1,2-1
?,(Sat) May/21 2005 (20),Bordeaux (37),Monaco (37),1-1,0-0
?,(Sat) May/21 2005 (20),Lille (37),Ajaccio (37),0-2,0-1
?,(Sat) May/21 2005 (20),Marseille (37),Lyon (37),0-1,0-0
?,(Sat) May/21 2005 (20),Metz (37),Paris SG (37),3-2,2-0
?,(Sat) May/21 2005 (20),Nice (37),Auxerre (37),1-0,1-0
?,(Sat) May/21 2005 (20),Rennes (37),Strasbourg (37),4-0,1-0
?,(Sat) May/21 2005 (20),Sochaux (37),Nantes (37),1-0,1-0
?,(Sat) May/21 2005 (20),St Etienne (37),Istres (37),2-0,0-0
?,(Sat) May/21 2005 (20),Toulouse (37),Caen (37),2-3,1-0
?,(Sat) May/28 2005 (21),Ajaccio (38),Sochaux (38),3-1,1-1
?,(Sat) May/28 2005 (21),Auxerre (38),Lille (38),1-3,1-1
?,(Sat) May/28 2005 (21),Bordeaux (38),Marseille (38),3-3,1-2
?,(Sat) May/28 2005 (21),Istres (38),Caen (38),3-2,2-1
?,(Sat) May/28 2005 (21),Lens (38),Toulouse (38),1-0,1-0
?,(Sat) May/28 2005 (21),Lyon (38),Nice (38),0-0,0-0
?,(Sat) May/28 2005 (21),Monaco (38),St Etienne (38),1-1,1-1
?,(Sat) May/28 2005 (21),Nantes (38),Metz (38),1-0,1-0
?,(Sat) May/28 2005 (21),Paris SG (38),Rennes (38),1-0,0-0
?,(Sat) May/28 2005 (21),Strasbourg (38),Bastia (38),2-0,0-0
